0.0,1354,494
0.11486387252807617,662,473
0.2155776023864746,239,594
0.31653499603271484,706,343
0.41707944869995117,103,145
0.5180375576019287,598,288
0.6188321113586426,680,185
0.7199254035949707,241,373
0.8206772804260254,372,425
0.9215843677520752,637,480
1.0228710174560547,168,152
1.1238737106323242,788,183
1.224837064743042,389,437
1.3259303569793701,395,333
1.4266250133514404,439,300
1.5273916721343994,618,547
1.627988338470459,544,576
1.728743314743042,702,459
1.829613447189331,224,487
1.9304814338684082,175,223
2.031209707260132,593,447
2.132265090942383,663,316
2.233734369277954,450,461
2.3347091674804688,442,529
2.435847282409668,153,239
2.536715269088745,285,480
2.6373581886291504,634,512
2.738229274749756,556,577
2.838749885559082,553,292
2.939497470855713,226,428
3.0402116775512695,643,126
3.1408214569091797,411,358
3.241593599319458,662,161
3.3422653675079346,491,309
3.443094253540039,143,336
3.543952226638794,166,288
3.6446285247802734,292,581
3.7458431720733643,412,130
3.846726655960083,239,214
3.9473044872283936,615,412
4.048182010650635,432,306
4.14965033531189,432,257
4.25037693977356,436,321
4.351067543029785,359,210
4.451937198638916,775,295
4.55287766456604,715,196
4.653428077697754,286,197
4.754144668579102,345,295
4.854992151260376,213,475
4.955972194671631,690,538
5.056720495223999,531,287
5.157463550567627,482,445
5.2585344314575195,325,160
5.359368562698364,217,134
5.460198879241943,720,256
5.560821294784546,479,407
5.661839962005615,621,527
5.762875080108643,757,500
5.863756418228149,617,174
5.964839935302734,298,236
6.06523585319519,368,596
6.166000127792358,527,314
6.266937017440796,450,509
6.368550062179565,676,441
6.469603538513184,721,368
6.571273326873779,694,506
6.6722729206085205,147,175
6.773070812225342,535,363
6.873850345611572,550,310
6.975456237792969,157,336
7.076204061508179,463,519
7.177254915237427,710,438
7.278260707855225,776,327
7.379509449005127,117,396
7.480143785476685,393,112
7.580965995788574,500,594
7.682075023651123,427,530
7.782887935638428,255,404
7.883926153182983,654,379
7.98497462272644,578,218
8.08628225326538,273,240
8.187031030654907,571,483
8.287765979766846,360,598
8.38843059539795,309,523
8.489189863204956,509,521
8.590282678604126,222,418
8.691128253936768,111,273
8.79224944114685,512,116
8.89323902130127,667,315
8.994320154190063,149,259
9.09477162361145,581,563
9.195837020874023,148,133
9.29659652709961,153,491
9.397327661514282,416,591
9.498088598251343,586,522
9.598714351654053,561,131
9.699365615844727,171,120
9.799994468688965,631,503
9.900958061218262,255,180
10.00172472000122,313,179
